dataset,actual_effluent_bod5,predicted_effluent_bod5,error,absolute_error,percentage_error,absolute_percentage_error,prediction_direction
chronological,24.0,21.6463357664919,2.3536642335080984,2.3536642335080984,9.806934306283743,9.806934306283743,underprediction
chronological,20.0,21.944979272293214,-1.9449792722932138,1.9449792722932138,-9.724896361466069,9.724896361466069,overprediction
chronological,13.0,16.947963208484506,-3.9479632084845058,3.9479632084845058,-30.36894775757312,30.36894775757312,overprediction
chronological,15.0,20.750891964069915,-5.750891964069915,5.750891964069915,-38.3392797604661,38.3392797604661,overprediction
chronological,19.0,19.442513679091643,-0.4425136790916433,0.4425136790916433,-2.329019363640228,2.329019363640228,overprediction
chronological,18.0,21.122122758853912,-3.122122758853912,3.122122758853912,-17.34512643807729,17.34512643807729,overprediction
chronological,14.0,19.29783181223112,-5.29783181223112,5.29783181223112,-37.84165580165086,37.84165580165086,overprediction
chronological,20.0,20.88681653558208,-0.8868165355820814,0.8868165355820814,-4.434082677910407,4.434082677910407,overprediction
chronological,14.0,19.830983187226757,-5.830983187226757,5.830983187226757,-41.64987990876255,41.64987990876255,overprediction
chronological,15.0,17.738995668247348,-2.738995668247348,2.738995668247348,-18.259971121648988,18.259971121648988,overprediction
chronological,20.0,18.19689528484026,1.8031047151597406,1.8031047151597406,9.015523575798703,9.015523575798703,underprediction
chronological,23.0,20.563490462356587,2.4365095376434134,2.4365095376434134,10.593519728884406,10.593519728884406,underprediction
chronological,23.0,21.14387035363037,1.8561296463696308,1.8561296463696308,8.070128897259265,8.070128897259265,underprediction
chronological,13.0,11.471479326161145,1.5285206738388553,1.5285206738388553,11.757851337221965,11.757851337221965,underprediction
chronological,19.0,15.037969698044698,3.962030301955302,3.962030301955302,20.852791062922645,20.852791062922645,underprediction
chronological,12.0,18.33004562333412,-6.330045623334119,6.330045623334119,-52.75038019445098,52.75038019445098,overprediction
chronological,16.0,13.054368688566235,2.9456313114337647,2.9456313114337647,18.41019569646103,18.41019569646103,underprediction
chronological,12.0,18.36117453702792,-6.361174537027921,6.361174537027921,-53.00978780856601,53.00978780856601,overprediction
chronological,13.0,19.87497765449079,-6.874977654490792,6.874977654490792,-52.88444349608301,52.88444349608301,overprediction
chronological,12.0,16.136266039711565,-4.136266039711565,4.136266039711565,-34.46888366426304,34.46888366426304,overprediction
chronological,29.0,18.00380447270275,10.99619552729725,10.99619552729725,37.91791561136982,37.91791561136982,underprediction
chronological,20.0,18.064269342893738,1.9357306571062622,1.9357306571062622,9.678653285531311,9.678653285531311,underprediction
chronological,23.0,18.904607693808902,4.095392306191098,4.095392306191098,17.806053505178685,17.806053505178685,underprediction
chronological,12.0,15.551574279003722,-3.551574279003722,3.551574279003722,-29.596452325031013,29.596452325031013,overprediction
chronological,22.0,19.1537928200548,2.8462071799452,2.8462071799452,12.937305363387273,12.937305363387273,underprediction
chronological,22.0,20.136062499877365,1.8639375001226348,1.8639375001226348,8.472443182375612,8.472443182375612,underprediction
chronological,16.0,20.880023185011414,-4.880023185011414,4.880023185011414,-30.500144906321335,30.500144906321335,overprediction
chronological,25.0,20.010814118498583,4.989185881501417,4.989185881501417,19.956743526005667,19.956743526005667,underprediction
chronological,16.0,15.221550601105292,0.7784493988947077,0.7784493988947077,4.865308743091923,4.865308743091923,underprediction
chronological,17.0,20.93984158316594,-3.93984158316594,3.93984158316594,-23.17553872450553,23.17553872450553,overprediction
chronological,21.0,20.59430633809859,0.40569366190140954,0.40569366190140954,1.9318745804829025,1.9318745804829025,underprediction
chronological,22.0,21.098726714047707,0.9012732859522927,0.9012732859522927,4.096696754328604,4.096696754328604,underprediction
chronological,15.0,17.784901738167036,-2.7849017381670365,2.7849017381670365,-18.566011587780242,18.566011587780242,overprediction
chronological,10.0,19.002568911172407,-9.002568911172407,9.002568911172407,-90.02568911172408,90.02568911172408,overprediction
chronological,27.0,20.420456899771384,6.579543100228616,6.579543100228616,24.368678148994874,24.368678148994874,underprediction
chronological,18.0,17.054806788777007,0.9451932112229926,0.9451932112229926,5.251073395683292,5.251073395683292,underprediction
chronological,12.0,20.785350908595294,-8.785350908595294,8.785350908595294,-73.21125757162746,73.21125757162746,overprediction
chronological,13.0,21.11373079637813,-8.113730796378132,8.113730796378132,-62.413313818293325,62.413313818293325,overprediction
chronological,6.0,16.140158401629336,-10.140158401629336,10.140158401629336,-169.0026400271556,169.0026400271556,overprediction
chronological,17.0,15.23418918834894,1.7658108116510594,1.7658108116510594,10.38712242147682,10.38712242147682,underprediction
chronological,13.0,18.95529931381226,-5.955299313812262,5.955299313812262,-45.809994721632776,45.809994721632776,overprediction
chronological,12.0,20.556704809015148,-8.556704809015148,8.556704809015148,-71.30587340845956,71.30587340845956,overprediction
chronological,15.0,15.92095698239894,-0.9209569823989394,0.9209569823989394,-6.139713215992929,6.139713215992929,overprediction
chronological,10.0,15.88415784638326,-5.8841578463832604,5.8841578463832604,-58.8415784638326,58.8415784638326,overprediction
chronological,19.0,15.609713533817098,3.3902864661829017,3.3902864661829017,17.84361297991001,17.84361297991001,underprediction
chronological,24.0,15.855449771787764,8.144550228212236,8.144550228212236,33.935625950884315,33.935625950884315,underprediction
chronological,20.0,16.1785731063306,3.8214268936694005,3.8214268936694005,19.107134468347002,19.107134468347002,underprediction
chronological,12.0,18.568778014136157,-6.568778014136157,6.568778014136157,-54.739816784467976,54.739816784467976,overprediction
chronological,13.0,17.8881296979603,-4.888129697960299,4.888129697960299,-37.60099767661768,37.60099767661768,overprediction
chronological,18.0,14.693745979062808,3.3062540209371925,3.3062540209371925,18.368077894095514,18.368077894095514,underprediction
chronological,29.0,15.625158270219284,13.374841729780716,13.374841729780716,46.12014389579557,46.12014389579557,underprediction
chronological,13.0,17.677731402598802,-4.677731402598802,4.677731402598802,-35.982549250760016,35.982549250760016,overprediction
chronological,21.0,18.503861786121718,2.4961382138782824,2.4961382138782824,11.88637244703944,11.88637244703944,underprediction
chronological,21.0,16.99272705490852,4.007272945091479,4.007272945091479,19.082252119483233,19.082252119483233,underprediction
chronological,16.0,14.823843920673689,1.1761560793263115,1.1761560793263115,7.350975495789447,7.350975495789447,underprediction
chronological,33.0,19.457801399292748,13.542198600707252,13.542198600707252,41.03696545668864,41.03696545668864,underprediction
chronological,25.0,18.40500169378001,6.594998306219988,6.594998306219988,26.379993224879954,26.379993224879954,underprediction
chronological,22.0,20.17221309612389,1.8277869038761096,1.8277869038761096,8.308122290345953,8.308122290345953,underprediction
chronological,20.0,18.55517432492024,1.444825675079759,1.444825675079759,7.224128375398794,7.224128375398794,underprediction
chronological,27.0,20.85163557338337,6.148364426616631,6.148364426616631,22.771720098580115,22.771720098580115,underprediction
chronological,23.0,16.499944475329013,6.500055524670987,6.500055524670987,28.261110976830377,28.261110976830377,underprediction
chronological,21.0,17.738292289025637,3.2617077109743633,3.2617077109743633,15.531941480830302,15.531941480830302,underprediction
chronological,16.0,22.178758583701704,-6.178758583701704,6.178758583701704,-38.61724114813565,38.61724114813565,overprediction
chronological,16.0,19.880004655573835,-3.880004655573835,3.880004655573835,-24.250029097336466,24.250029097336466,overprediction
chronological,15.0,19.297761054774963,-4.297761054774963,4.297761054774963,-28.651740365166418,28.651740365166418,overprediction
chronological,15.0,17.938782219542503,-2.938782219542503,2.938782219542503,-19.591881463616687,19.591881463616687,overprediction
chronological,12.0,16.327290925481215,-4.327290925481215,4.327290925481215,-36.06075771234345,36.06075771234345,overprediction
chronological,20.0,16.8310022392674,3.1689977607326014,3.1689977607326014,15.844988803663007,15.844988803663007,underprediction
chronological,11.0,17.112565428936062,-6.112565428936062,6.112565428936062,-55.56877662669147,55.56877662669147,overprediction
chronological,16.0,18.063755986275527,-2.0637559862755275,2.0637559862755275,-12.898474914222046,12.898474914222046,overprediction
chronological,11.0,16.246328889994672,-5.246328889994672,5.246328889994672,-47.693898999951564,47.693898999951564,overprediction
chronological,11.0,10.63812823700631,0.3618717629936903,0.3618717629936903,3.289743299942639,3.289743299942639,underprediction
chronological,9.0,16.861387600754515,-7.861387600754515,7.861387600754515,-87.34875111949462,87.34875111949462,overprediction
chronological,11.0,14.754319369244232,-3.7543193692442323,3.7543193692442323,-34.130176084038474,34.130176084038474,overprediction
chronological,8.0,10.915804498055246,-2.9158044980552464,2.9158044980552464,-36.44755622569058,36.44755622569058,overprediction
chronological,8.0,15.285006972366528,-7.285006972366528,7.285006972366528,-91.06258715458159,91.06258715458159,overprediction
chronological,7.0,14.950674321719648,-7.950674321719648,7.950674321719648,-113.58106173885211,113.58106173885211,overprediction
chronological,9.0,18.206093076089108,-9.206093076089108,9.206093076089108,-102.28992306765674,102.28992306765674,overprediction
chronological,8.0,17.155908669648106,-9.155908669648106,9.155908669648106,-114.44885837060133,114.44885837060133,overprediction
chronological,21.0,19.07179406909936,1.9282059309006385,1.9282059309006385,9.181933004288755,9.181933004288755,underprediction
chronological,14.0,16.80602691983417,-2.8060269198341707,2.8060269198341707,-20.043049427386933,20.043049427386933,overprediction
chronological,9.0,17.01603035049387,-8.016030350493871,8.016030350493871,-89.06700389437634,89.06700389437634,overprediction
chronological,10.0,19.07177088523787,-9.071770885237871,9.071770885237871,-90.7177088523787,90.7177088523787,overprediction
chronological,11.0,18.67218871195696,-7.672188711956959,7.672188711956959,-69.74717010869963,69.74717010869963,overprediction
chronological,19.0,14.517487893652676,4.482512106347324,4.482512106347324,23.592168980775387,23.592168980775387,underprediction
chronological,17.0,20.16750098318375,-3.16750098318375,3.16750098318375,-18.63235872461029,18.63235872461029,overprediction
chronological,25.0,16.838959326201284,8.161040673798716,8.161040673798716,32.644162695194865,32.644162695194865,underprediction
chronological,21.0,19.949817090981984,1.050182909018016,1.050182909018016,5.0008709953238855,5.0008709953238855,underprediction
random,18.0,21.369118540557466,-3.3691185405574657,3.3691185405574657,-18.717325225319254,18.717325225319254,overprediction
random,13.0,19.692050452679386,-6.692050452679386,6.692050452679386,-51.47731117445681,51.47731117445681,overprediction
random,16.0,15.63398455105214,0.3660154489478593,0.3660154489478593,2.2875965559241207,2.2875965559241207,underprediction
random,19.0,20.97168991611373,-1.9716899161137285,1.9716899161137285,-10.377315347966992,10.377315347966992,overprediction
random,12.0,15.229522431037608,-3.2295224310376085,3.2295224310376085,-26.912686925313405,26.912686925313405,overprediction
random,12.0,14.893688069869144,-2.8936880698691443,2.8936880698691443,-24.114067248909535,24.114067248909535,overprediction
random,33.0,18.15936800034918,14.840631999650821,14.840631999650821,44.971612120154006,44.971612120154006,underprediction
random,9.0,14.930630774201871,-5.930630774201871,5.930630774201871,-65.8958974911319,65.8958974911319,overprediction
random,22.0,10.348503998432385,11.651496001567615,11.651496001567615,52.96134546167098,52.96134546167098,underprediction
random,23.0,19.70032355405073,3.2996764459492702,3.2996764459492702,14.34641933021422,14.34641933021422,underprediction
random,31.0,21.61046818427884,9.38953181572116,9.38953181572116,30.288812308777935,30.288812308777935,underprediction
random,8.0,13.107321447913089,-5.107321447913089,5.107321447913089,-63.84151809891361,63.84151809891361,overprediction
random,10.0,18.66290304259749,-8.662903042597492,8.662903042597492,-86.62903042597492,86.62903042597492,overprediction
random,8.0,13.975634836683891,-5.975634836683891,5.975634836683891,-74.69543545854864,74.69543545854864,overprediction
random,16.0,13.445929357786524,2.5540706422134765,2.5540706422134765,15.962941513834227,15.962941513834227,underprediction
random,15.0,19.748125680109958,-4.748125680109958,4.748125680109958,-31.65417120073305,31.65417120073305,overprediction
random,25.0,19.32422152980921,5.675778470190789,5.675778470190789,22.703113880763155,22.703113880763155,underprediction
random,18.0,14.287718866754004,3.7122811332459964,3.7122811332459964,20.62378407358887,20.62378407358887,underprediction
random,16.0,14.620775100547794,1.3792248994522058,1.3792248994522058,8.620155621576286,8.620155621576286,underprediction
random,11.0,19.487844830619693,-8.487844830619693,8.487844830619693,-77.1622257329063,77.1622257329063,overprediction
random,15.0,20.81055017551781,-5.810550175517811,5.810550175517811,-38.73700117011874,38.73700117011874,overprediction
random,18.0,14.86924931676344,3.1307506832365597,3.1307506832365597,17.39305935131422,17.39305935131422,underprediction
random,19.0,22.80005299647213,-3.800052996472129,3.800052996472129,-20.00027892880068,20.00027892880068,overprediction
random,21.0,16.837071425822312,4.162928574177688,4.162928574177688,19.82346940084613,19.82346940084613,underprediction
random,19.0,17.78527207033841,1.2147279296615885,1.2147279296615885,6.393304892955729,6.393304892955729,underprediction
random,15.0,16.914188981297126,-1.9141889812971264,1.9141889812971264,-12.761259875314176,12.761259875314176,overprediction
random,19.0,16.113339942565162,2.8866600574348382,2.8866600574348382,15.192947670709675,15.192947670709675,underprediction
random,13.0,20.41492149473425,-7.414921494734251,7.414921494734251,-57.037857651801936,57.037857651801936,overprediction
random,20.0,20.93557493674544,-0.9355749367454393,0.9355749367454393,-4.677874683727197,4.677874683727197,overprediction
random,17.0,20.73505733900472,-3.735057339004719,3.735057339004719,-21.97092552355717,21.97092552355717,overprediction
random,20.0,21.52767967744149,-1.5276796774414905,1.5276796774414905,-7.638398387207452,7.638398387207452,overprediction
random,14.0,18.522579837978277,-4.522579837978277,4.522579837978277,-32.30414169984484,32.30414169984484,overprediction
random,26.0,19.719894069718755,6.280105930281245,6.280105930281245,24.154253578004788,24.154253578004788,underprediction
random,13.0,15.406448406042305,-2.406448406042305,2.406448406042305,-18.51114158494081,18.51114158494081,overprediction
random,23.0,19.828353665680503,3.1716463343194974,3.1716463343194974,13.789766670954338,13.789766670954338,underprediction
random,28.0,20.0640800366986,7.9359199633014015,7.9359199633014015,28.342571297505003,28.342571297505003,underprediction
random,6.0,16.11267501115675,-10.11267501115675,10.11267501115675,-168.54458351927917,168.54458351927917,overprediction
random,15.0,20.236836691411245,-5.236836691411245,5.236836691411245,-34.9122446094083,34.9122446094083,overprediction
random,26.0,16.910108525836662,9.089891474163338,9.089891474163338,34.961121054474376,34.961121054474376,underprediction
random,20.0,17.698812836599647,2.3011871634003533,2.3011871634003533,11.505935817001767,11.505935817001767,underprediction
random,11.0,16.4013995033932,-5.4013995033932005,5.4013995033932005,-49.10363184902909,49.10363184902909,overprediction
random,17.0,20.734937204081582,-3.7349372040815823,3.7349372040815823,-21.97021884753872,21.97021884753872,overprediction
random,23.0,12.757301125652509,10.242698874347491,10.242698874347491,44.533473366728224,44.533473366728224,underprediction
random,10.0,13.358764061482498,-3.358764061482498,3.358764061482498,-33.587640614824984,33.587640614824984,overprediction
random,12.0,17.655736398469504,-5.655736398469504,5.655736398469504,-47.131136653912534,47.131136653912534,overprediction
random,27.0,20.016638470814275,6.983361529185725,6.983361529185725,25.864301959947127,25.864301959947127,underprediction
random,28.0,19.22243009566765,8.77756990433235,8.77756990433235,31.348463944044102,31.348463944044102,underprediction
random,32.0,20.906998285872703,11.093001714127297,11.093001714127297,34.6656303566478,34.6656303566478,underprediction
random,29.0,17.490913070265158,11.509086929734842,11.509086929734842,39.686506654258075,39.686506654258075,underprediction
random,16.0,16.03643054552439,-0.0364305455243894,0.0364305455243894,-0.22769090952743376,0.22769090952743376,overprediction
random,24.0,20.93910975831733,3.060890241682671,3.060890241682671,12.753709340344463,12.753709340344463,underprediction
random,12.0,17.972232123295825,-5.972232123295825,5.972232123295825,-49.76860102746521,49.76860102746521,overprediction
